filename,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,label
metal.00082,-57.6367,101.4334,-41.5016,55.1284,-23.3516,28.1565,-12.1398,18.1519,-15.4337,11.8931,-10.8098,9.3984,-12.2817,metal
metal.00083,-29.3422,101.8961,-29.1274,69.7551,-16.1837,19.4584,-18.3554,19.0844,-18.2946,15.2987,-8.2584,2.5020,-14.8051,metal
metal.00084,0.3018,94.1946,-32.4130,45.4614,-15.2141,25.8914,-12.4034,19.6279,-6.8119,17.2360,-12.9922,13.6891,-8.6926,metal
metal.00085,-46.5721,86.8103,-34.7887,49.9035,-18.1775,28.7327,-23.4841,15.6731,-8.9389,10.6065,-18.1903,12.4431,-13.5599,metal
metal.00086,-96.2649,90.9443,-32.2151,54.3292,-23.0296,27.7118,-16.9463,21.0466,-18.1946,22.6120,-9.0003,14.2707,-10.9929,metal
metal.00087,22.8775,60.8108,-6.4005,53.1609,-13.2489,27.9047,-14.3088,29.6821,-17.3308,20.3008,-9.7396,17.1261,-8.2495,metal
metal.00088,-129.6329,104.0414,-26.9921,68.2617,2.4140,22.6053,-12.0987,17.0608,-5.6842,13.6728,-2.8011,5.3949,-2.9979,metal
metal.00089,-90.7361,128.0663,-34.7820,73.7816,4.3335,28.1110,-0.5374,17.3453,4.3884,12.3167,2.2785,5.6893,-6.7496,metal
metal.00090,-93.5001,100.6521,-23.3476,52.5023,-7.7530,39.6009,-7.7738,26.7351,-12.4858,11.7516,-10.5497,23.0349,-9.9592,metal
metal.00091,-96.6127,101.7375,-16.8492,47.3058,-27.1022,28.2944,-17.1937,21.6517,-17.8998,7.0296,-14.6118,15.2360,-16.0157,metal
metal.00092,-67.8783,108.9514,-33.8341,50.5055,-21.3669,21.5066,-14.8694,11.6350,-19.2611,10.5394,-13.9181,5.5597,-14.4406,metal
metal.00093,-104.9742,80.7179,-28.5339,66.8183,-20.7088,29.1311,-9.3635,22.3577,-12.0519,13.6025,-14.7376,11.0627,-15.2743,metal
metal.00094,-104.6754,87.7509,-33.2513,48.4809,-28.9110,22.5191,-24.9836,20.5390,-12.0675,18.2505,-15.1881,10.3007,-13.8888,metal
metal.00095,-35.4355,94.0959,-24.2161,43.3114,-16.3802,29.5103,-5.8611,28.4445,-13.9594,13.7431,-9.1957,15.5891,-8.4934,metal
metal.00096,-51.5819,86.1601,-20.2664,59.0547,-10.8615,27.5240,-11.2490,23.9339,-11.5544,13.2885,-9.0059,13.9164,-10.7278,metal
metal.00097,-82.0966,98.2772,-16.5163,68.4309,1.4337,29.8532,-5.2762,24.3978,-10.4753,14.3940,-7.8936,10.0233,-8.4962,metal
metal.00098,-95.3645,92.0797,-28.0317,52.7904,-3.0176,25.4025,-6.1293,20.0926,-10.2244,12.4044,-8.2706,11.6920,-9.2645,metal
metal.00099,-66.6544,88.3421,-27.5366,53.1752,-9.1752,27.9600,-8.0947,26.2852,-8.2306,12.6755,-7.1239,13.6699,-8.3594,metal
pop.00000,-94.4774,55.6557,29.2774,27.0550,20.0590,1.1853,12.9433,-0.7949,8.8727,-0.6816,-5.3460,2.2021,-4.6190,pop
pop.00001,-59.1418,45.2781,36.8413,15.6928,15.6674,1.6824,7.3091,8.8315,5.8516,8.0135,-2.2560,1.9182,-0.9174,pop
pop.00002,-59.5650,62.9693,31.1335,16.9294,8.8852,10.8051,10.5570,5.1640,5.3863,6.1458,2.2652,4.2453,4.1195,pop
pop.00003,-125.8784,126.6288,-23.1901,36.2501,20.9522,-1.1985,16.5050,-3.6591,6.5285,9.3399,-6.4047,3.8764,-7.9540,pop
pop.00004,-20.8977,83.2390,5.0461,16.3624,9.4041,-0.5634,4.0428,6.2088,9.1230,5.8690,-3.4981,-0.6333,-3.1704,pop
pop.00005,-113.5402,90.0279,-5.5338,25.5770,2.6306,3.1822,1.1369,6.1472,2.8148,-1.8445,-7.1211,-3.4434,-5.9234,pop
pop.00006,-169.0643,94.6646,24.4802,27.3776,11.6300,14.8985,4.2511,12.3794,10.7049,5.1254,-0.3412,1.2531,-4.1453,pop
pop.00007,-224.3522,107.3482,-1.5895,13.8860,8.1201,-9.3687,8.1174,9.2888,9.0988,6.0262,-6.6565,2.0686,6.1854,pop
pop.00008,-52.4440,74.0455,12.7398,24.4803,21.0844,1.9084,6.8101,4.7379,8.4098,8.2428,-2.2756,-1.2037,-2.6923,pop
pop.00009,-35.2492,61.2550,14.0553,28.6680,4.3330,-1.3678,-0.7918,5.1260,5.3546,1.2288,-7.2587,-0.5163,0.2138,pop
pop.00010,-111.1655,103.1807,10.8949,34.3548,22.3309,17.8717,6.8113,6.3394,5.4907,0.6111,0.3299,3.8280,2.0350,pop
pop.00011,-240.6496,97.1561,0.4243,-0.2594,-10.4659,-15.7430,1.3926,-17.8747,-9.0868,-8.7552,-14.2588,-5.5028,-8.3678,pop
pop.00012,-50.7884,80.2241,-9.3012,20.2898,12.0980,6.7870,6.2811,3.4289,-3.9580,2.5721,-5.7040,0.4886,-0.5763,pop
pop.00013,-161.5892,85.5736,53.2780,32.2002,27.1744,11.3243,7.9064,8.7711,1.2542,13.1921,0.0723,4.8289,3.0948,pop
pop.00014,-135.2989,107.8222,-13.4443,19.0434,8.8165,12.4839,1.0160,11.3241,2.5571,1.2326,-6.3833,5.8730,2.8894,pop
pop.00015,-45.7480,65.2645,12.9316,14.5127,7.0188,4.4111,6.6007,3.2878,7.7316,4.0529,3.6591,2.6000,4.0489,pop
pop.00016,-97.0097,51.8380,18.7526,20.4872,5.6106,3.5819,5.5818,0.7419,7.3336,1.6513,-2.7006,-0.4366,-1.0813,pop
pop.00017,-53.0526,78.3054,2.2615,18.8289,3.8749,2.5153,-3.8064,6.8088,-0.8180,8.7527,-4.8019,-2.1523,1.2919,pop
pop.00018,-48.9281,62.6280,34.2417,12.3269,16.5621,8.6093,8.7632,5.2525,6.7964,9.0621,-4.0816,-0.7420,-0.3801,pop
pop.00019,-25.0658,70.8075,2.9265,7.5217,1.4467,2.8526,1.9139,-6.8185,0.3029,-1.9395,-6.6499,-0.2511,-0.7599,pop
pop.00020,13.4840,58.2310,-2.1780,5.0232,8.0616,-0.4968,4.0899,2.2481,4.3027,3.6035,-0.4967,2.4148,1.8871,pop
pop.00021,-23.2292,53.7896,-0.6409,14.7572,4.8776,6.7348,4.8598,4.9565,4.2678,3.1150,2.5479,2.9858,4.6398,pop
pop.00022,-45.6871,65.2628,12.9258,14.5276,7.0387,4.4008,6.6267,3.3015,7.7318,4.0639,3.6690,2.6065,4.0474,pop
pop.00023,-44.2377,51.3532,24.9830,12.1596,10.8743,7.6138,8.2138,-0.7600,5.9525,4.7568,-2.5075,1.3245,-1.9575,pop
pop.00024,-40.8498,61.5422,9.8690,10.0976,8.4539,5.3745,8.3875,3.5233,8.2517,5.8794,-0.0943,-0.5564,0.5585,pop
pop.00025,-106.7787,81.0413,47.8169,13.6551,13.0151,6.8722,7.5915,-2.6335,-2.5084,1.8695,-5.1372,-2.7406,-3.6674,pop
pop.00026,-73.3222,97.4888,16.8584,-0.5870,7.1885,4.8742,0.7597,-5.5470,1.0016,4.9359,-5.8225,-4.9180,-0.0255,pop
pop.00027,-75.3101,83.3523,10.6922,14.4643,14.2442,7.3926,5.2753,-0.3945,5.7297,3.3680,-2.5241,-4.2163,-1.8393,pop
pop.00028,-45.5862,74.7278,15.9758,14.8000,8.9989,8.2022,5.6822,5.2494,5.3902,2.4408,0.7830,1.1816,-2.3547,pop
pop.00029,-40.4724,73.4892,22.6232,12.3535,14.8648,8.9377,5.2972,9.0179,2.0864,4.2931,-3.1433,1.8467,2.0350,pop
pop.00030,-18.1158,72.2822,-4.8905,-0.3787,1.6859,-0.9250,-1.3303,-0.3439,0.6520,-0.1863,-1.2250,-1.0496,2.5268,pop
pop.00031,-18.7936,71.3250,-3.7601,-1.3985,0.7096,-1.0619,-1.0569,-0.2469,0.6304,0.4328,-1.5021,-1.0760,2.4199,pop
pop.00032,-113.1122,41.5960,21.5181,11.1003,17.4379,0.6109,3.0287,0.0860,3.4537,0.2898,0.6201,1.2606,2.9002,pop
pop.00033,-68.9282,73.7599,-12.4721,9.5493,-0.0378,12.7263,3.1620,-0.0723,2.5348,2.8829,-1.6712,-3.0159,1.6183,pop
pop.00034,-59.5546,77.2916,26.3952,3.1835,6.7560,-0.0433,-0.6142,-0.6830,4.1420,-0.4367,-4.5378,-3.5604,-2.1949,pop
pop.00035,24.3729,68.9633,-4.2255,-1.0422,5.2443,2.9929,4.3349,4.2770,6.4270,3.6292,0.1044,-0.0189,2.0602,pop
pop.00036,-44.1175,76.1788,22.9090,16.7968,22.9961,3.2792,6.9086,0.0967,6.4981,6.5439,0.8568,2.7229,4.5158,pop
pop.00037,4.7881,64.4413,-2.4583,10.4315,3.2531,7.8387,3.1081,1.4071,6.7479,4.8856,3.2800,1.7580,3.3461,pop
pop.00038,-15.7266,59.2601,-1.5902,12.5569,8.7420,3.9736,2.0511,4.2168,4.9770,2.9009,2.3293,1.9795,1.7142,pop
pop.00039,-19.4091,51.9295,36.9851,13.0869,14.5845,3.2075,15.3015,-0.7812,7.2382,10.4009,-0.3831,6.2240,-1.1856,pop
pop.00040,-76.8830,113.3050,-6.2291,19.9353,15.1126,-3.2880,4.7903,1.0197,2.2849,-0.0132,-3.7609,4.2561,2.2990,pop
pop.00041,-204.6814,101.6379,26.3897,9.1864,10.4634,5.1081,-9.4636,9.3136,-12.4791,-2.4745,6.2255,-9.4867,-2.5369,pop
pop.00042,-37.0382,68.8954,10.4932,23.9435,15.3538,3.5587,11.6874,2.9273,2.5529,4.7530,-1.5891,2.5687,-1.0106,pop
pop.00043,-50.8067,68.0443,12.0758,36.3284,8.6695,19.5010,10.7129,12.3087,1.6596,10.1599,4.8325,1.6978,2.7274,pop
pop.00044,-47.9364,54.1414,-3.9627,21.4937,13.9048,5.9982,13.7606,1.0695,6.7375,6.2312,1.6251,0.4609,2.4176,pop
pop.00045,-71.5717,81.1032,16.3538,8.9410,13.8195,-0.7638,12.5041,-0.6585,3.0309,3.0585,-3.2253,-1.3259,-0.6514,pop
pop.00046,-72.0947,81.2779,16.7120,8.6984,14.1790,-1.0458,12.8429,-0.5243,3.1475,3.1621,-3.4685,-1.1346,-0.6838,pop
pop.00047,-44.9963,69.7348,11.8837,8.1785,12.6002,7.7535,11.3008,0.2497,9.6665,2.8124,3.8519,-0.8511,2.0996,pop
pop.00048,-52.5997,47.7734,13.4639,2.2293,13.2681,9.1491,14.4517,0.8654,9.4619,7.0001,-0.6900,1.7372,8.5029,pop
pop.00049,-170.8685,105.8918,31.0735,22.2498,12.8145,-5.1570,11.2409,-2.0984,-0.1514,5.0798,-11.5486,-3.6152,1.3871,pop
pop.00050,-78.1139,65.9690,24.5538,25.6339,13.8270,3.6030,16.2141,0.5780,3.3108,4.1576,2.7170,3.6499,1.3994,pop
pop.00051,-14.1412,44.3536,12.7032,10.1492,11.2680,3.9662,12.5024,-2.1675,10.7173,2.2971,5.0469,-0.8654,3.8057,pop
pop.00052,-39.8754,35.5558,8.9138,15.0824,15.2244,10.5716,21.8273,10.0183,13.9789,16.5718,1.4751,3.2706,0.0760,pop
pop.00053,-145.9321,62.5943,-23.0450,-18.7275,-14.7244,-28.4159,3.1832,-24.9158,-13.6368,-4.6181,-24.3823,-15.7964,-17.4692,pop
pop.00054,-46.8304,55.8941,26.0792,16.5436,7.0948,-3.3518,9.2542,-0.8460,8.3144,7.1199,-0.5381,1.7628,-1.8250,pop
pop.00055,-56.1027,36.4506,11.9943,-6.3989,3.7917,5.2938,3.4043,4.2763,8.0057,5.8653,1.5860,4.8481,0.4988,pop
pop.00056,-80.4072,35.9548,20.4202,26.3537,17.4071,4.5931,13.5132,3.6310,7.3243,5.4793,3.9687,5.3364,3.5562,pop
pop.00057,-39.5948,33.9422,9.5926,16.6686,14.9083,11.1824,21.4715,9.8769,14.7392,15.6357,2.0573,2.5914,0.3665,pop
pop.00058,-87.7056,64.3631,-12.9683,16.0370,0.4932,0.4038,4.4325,-2.7223,-0.3112,-0.0492,-5.9330,-4.2670,-3.5061,pop
pop.00059,-77.9211,32.3307,20.0983,27.6094,16.2777,5.3327,13.4906,3.4950,7.3310,5.2608,4.0121,5.2881,3.7705,pop
pop.00060,-46.8304,55.8941,26.0792,16.5436,7.0948,-3.3518,9.2542,-0.8460,8.3144,7.1199,-0.5381,1.7628,-1.8250,pop
pop.00061,-65.1188,65.4520,4.1088,32.7412,16.9133,-5.8194,14.9642,-0.2417,9.0319,8.4352,-6.5765,-4.4803,-2.6354,pop
pop.00062,-6.9290,68.9032,3.7813,28.2169,2.2877,13.6118,1.0292,6.0031,2.7587,15.0396,-8.7620,0.7983,-7.2205,pop
pop.00063,-125.9388,117.3294,-0.0654,10.2177,4.4951,2.1813,-3.6386,3.3810,1.7363,4.5554,0.8433,2.4306,-3.1063,pop
pop.00064,-88.3389,34.3532,-11.2749,2.1904,-4.8588,-6.1608,0.3180,2.4478,-8.1572,5.6406,-9.3969,-7.3545,-3.9462,pop
pop.00065,-111.5474,85.5591,3.5264,16.3718,2.2111,5.9739,-5.0413,-3.9614,-0.0992,1.5680,-5.7908,-5.0885,-0.2180,pop
pop.00066,-63.5241,79.0274,42.7486,16.0958,15.2705,10.7891,13.3128,3.6875,4.9281,10.6671,-0.0184,3.4725,3.4161,pop
pop.00067,-52.5564,37.4952,14.0779,18.1700,16.7743,5.9513,6.4215,2.7004,-0.4320,3.2393,-3.9333,1.6231,0.3083,pop
pop.00068,-29.2458,53.8772,-1.6984,15.4903,1.0909,0.5374,4.9013,-3.2203,-1.6943,2.2263,-7.1370,-5.9945,-2.9835,pop
pop.00069,-30.2530,88.4655,-6.5661,32.7967,8.5080,8.3892,2.0515,6.8645,3.5818,2.7230,1.2913,3.2903,1.5653,pop
pop.00070,-91.8776,56.6721,13.8218,15.0634,0.9060,-4.0694,-0.2252,0.5573,-4.6027,-2.6176,-2.7547,-3.0893,1.7992,pop
pop.00071,-52.5564,37.4952,14.0779,18.1700,16.7743,5.9513,6.4215,2.7004,-0.4320,3.2393,-3.9333,1.6231,0.3083,pop
pop.00072,9.6133,88.8619,-20.3095,5.1219,-2.9060,-0.1713,0.3365,1.6108,-2.2684,-0.9533,-6.2110,-2.9666,-1.8079,pop
pop.00073,-8.5382,54.2888,20.9650,13.1097,9.7269,6.0212,10.7253,6.0994,0.6932,5.0007,-3.4495,0.8780,-1.9319,pop
pop.00074,-93.5562,59.6923,32.1188,13.1111,13.2733,-6.8759,2.3231,-7.8973,2.2824,4.4836,-4.0468,2.6729,-3.0835,pop
pop.00075,-68.8532,40.4649,25.3790,35.7737,13.3948,2.8413,12.7633,4.4924,3.3528,10.0285,-2.3824,2.9898,-1.7985,pop
pop.00076,-38.2424,47.8429,20.0636,23.8253,19.7798,13.6446,14.6836,4.5535,7.7006,8.9462,5.4298,1.1667,1.0910,pop
pop.00077,-34.1649,40.3956,17.4875,13.4174,13.2535,7.4546,18.1850,2.7262,4.3575,5.8329,-1.1369,3.1181,2.4220,pop
pop.00078,-42.7587,62.8340,4.7708,24.0533,9.6515,-1.8746,9.2831,-2.9626,3.1921,5.9310,-4.7681,3.0293,-1.2465,pop
pop.00079,-273.2859,103.1579,8.7073,31.7208,12.5138,3.4985,3.9342,-0.1462,-3.9050,3.2357,-6.3649,-1.5370,-3.2182,pop
pop.00080,-44.9533,69.7720,11.8406,8.1228,12.6437,7.8148,11.3339,0.1865,9.6528,2.8368,3.8443,-0.8577,2.1285,pop
pop.00081,-137.7170,100.2654,14.4083,15.4168,2.3251,-1.0627,-2.1024,-1.6848,-5.3123,-1.7824,1.7386,-6.1831,-3.0339,pop
pop.00082,-61.9942,64.2042,29.8721,23.2656,16.2689,7.4493,8.8707,6.4180,7.4146,3.0255,1.4739,2.9803,1.8554,pop
pop.00083,-104.4215,86.8613,28.7507,26.6152,8.9057,5.6682,7.7551,0.4560,6.6220,6.5693,0.3813,2.1549,-0.0112,pop
pop.00084,-112.4449,59.7442,14.4931,19.1687,15.1295,-3.2157,6.0994,-6.6913,1.4671,-1.1569,-1.2151,-0.7492,1.8877,pop
pop.00085,-81.6995,78.6001,-17.2525,24.4910,8.3992,2.1431,5.5231,1.9555,8.8063,-0.1262,0.5012,4.6569,2.4108,pop
pop.00086,-50.4145,56.4322,12.5708,11.2721,-2.7397,1.3645,4.5455,-0.9593,2.2956,2.7451,-1.9703,2.6033,-4.0163,pop
pop.00087,-46.9969,55.7739,27.6402,19.1888,15.1847,3.1780,5.6215,1.6043,4.1381,1.6239,-1.5765,-2.9980,-7.6294,pop
pop.00088,-42.8240,54.8882,17.0415,19.7943,6.8632,2.7732,11.8243,1.2093,7.9441,1.1311,-4.0794,0.1239,-4.2402,pop
pop.00089,-47.7150,55.5679,19.2388,24.4848,4.0519,1.5478,6.9508,-1.0490,3.0860,1.7828,-3.0502,1.9347,-4.6738,pop
pop.00090,-44.7146,55.0505,27.1630,19.5094,14.6928,3.1902,5.4972,1.4277,4.4970,1.3765,-1.6520,-3.5230,-7.9156,pop
pop.00091,-8.4099,42.0453,8.2571,17.9718,14.0485,7.3556,5.7209,-1.8970,4.6100,2.0837,-1.0590,-0.6515,-2.4346,pop
pop.00092,-25.9836,60.9213,5.9892,17.7348,5.1110,10.4235,2.4751,4.9311,8.1359,3.8588,-0.1810,7.2541,4.9708,pop
pop.00093,-20.1975,57.7576,16.7989,18.2644,8.9696,14.9070,2.6760,3.7542,1.1094,1.8421,-5.9836,-3.6081,-3.6525,pop
pop.00094,-42.1979,82.1600,-2.2325,19.9151,13.8681,0.8638,7.9263,-0.7117,6.8692,-1.9082,-4.6974,-3.1786,-2.9437,pop
pop.00095,-36.6253,73.0600,39.1582,20.3330,12.5107,2.1547,11.7290,-2.4214,6.6415,3.1650,-5.3993,-3.1509,-5.7718,pop
pop.00096,-59.0293,60.9860,27.7397,23.8455,12.2944,7.3817,12.3285,7.1538,13.4254,2.5030,-1.9613,-2.4026,-4.5124,pop
pop.00097,-125.4794,51.2246,38.4987,14.4876,16.2362,4.6361,12.3101,1.1742,1.7327,9.7734,-2.8208,2.0799,0.8553,pop
pop.00098,-26.8767,46.7437,8.6722,8.5799,6.0910,12.4434,6.9746,2.4972,1.1506,7.2590,-3.1301,1.2660,3.8360,pop
pop.00099,-119.3297,85.9629,33.8758,9.9894,17.6961,0.5027,9.5700,-5.3153,4.1776,8.1212,-7.9898,1.5657,-2.9322,pop
reggae.00000,-159.4546,104.8589,-10.3349,34.6566,-4.9784,26.8135,-21.9364,23.4364,-14.0196,19.5811,-8.3034,9.7230,-10.0844,reggae
reggae.00001,-190.9034,127.4113,-3.7817,26.6995,-12.8174,23.9178,-8.2187,9.9545,-12.2256,13.4448,-7.0636,1.6363,-14.5257,reggae
reggae.00002,-189.0654,110.8583,3.0049,48.3706,-6.4147,20.7209,-12.5556,15.8795,-13.6247,9.4127,-8.0376,8.0879,-10.6358,reggae
reggae.00003,-201.1873,104.1409,-15.4333,30.8198,14.2690,31.4296,-7.8581,17.9716,-4.0517,16.9443,-11.2062,12.1273,-5.2819,reggae
reggae.00004,-175.5512,104.8862,-15.6809,27.5237,-8.1087,24.0197,-10.3199,18.8581,-8.3770,11.8539,-7.5810,12.5637,-6.0327,reggae
reggae.00005,-176.7399,116.8332,-21.3069,38.7489,-5.4424,26.6117,-8.1680,15.7701,-10.4798,11.0341,-10.0421,9.9111,-3.2316,reggae
reggae.00006,-207.3699,134.7065,-9.0916,38.4523,6.3151,22.5968,-8.2995,16.2915,-8.4691,4.1366,-4.3496,6.3452,-6.9078,reggae
reggae.00007,-192.2324,116.5039,-10.9445,29.8957,-0.6606,21.4466,-11.8718,18.6476,-13.0838,14.4653,-7.3842,4.8259,-2.8083,reggae
reggae.00008,-194.5160,118.6005,-6.4092,40.8043,-3.2866,25.4668,-9.3057,11.3973,-6.1550,15.3409,-5.1596,5.7653,-6.2777,reggae
reggae.00009,-232.5360,131.2326,2.6794,18.3808,11.3508,22.9146,-10.4424,16.7657,-15.2546,15.5205,-8.3882,8.0278,-3.7743,reggae
reggae.00010,-233.6394,87.5410,-22.2358,52.0701,-8.5670,24.9766,-18.2373,1.8820,-9.1340,-0.2321,-17.0608,-3.0266,-9.7883,reggae
reggae.00011,-198.7344,102.4015,-9.9899,30.8102,-3.2878,20.2780,-5.6381,28.1015,-11.5022,18.2152,-7.3509,12.2828,-4.3677,reggae
reggae.00012,-191.1693,96.3360,-17.6520,24.8299,-0.8712,26.3336,-12.9219,19.6296,-9.7897,16.9650,-8.5856,11.4159,-8.2008,reggae
reggae.00013,-206.4774,122.5888,-0.5636,29.3362,10.2474,28.2146,-9.9099,13.3605,-8.4424,11.2804,-7.2826,7.0696,-10.3455,reggae
reggae.00014,-209.5610,105.2451,2.5817,34.8834,15.3291,25.2115,-6.0358,18.2550,-5.0709,8.9311,-1.0311,8.2316,-4.0374,reggae
reggae.00015,-157.7879,109.8506,8.4653,41.7999,5.1209,25.7553,-12.9539,22.0612,-15.5097,14.3668,-11.9193,11.5966,-10.6234,reggae
reggae.00016,-76.0650,101.0829,-11.6074,46.2353,-11.1898,31.3848,-9.4506,22.4620,-16.7925,15.9639,-9.5044,11.7957,-7.8440,reggae
reggae.00017,-154.8290,110.0180,-18.4262,36.6173,0.5584,31.5721,-10.4114,18.8141,-7.1588,13.1475,-5.2464,8.8987,-6.7048,reggae
reggae.00018,-170.8428,107.7228,-1.7589,46.4441,-0.1836,24.9424,-10.6609,18.0908,-10.7764,11.1578,-7.2513,6.2062,-6.4656,reggae
reggae.00019,-184.5780,106.2077,4.0157,38.7130,8.4095,30.4557,-3.3420,20.3076,-1.5344,15.9175,-6.5147,13.1907,-1.7175,reggae
reggae.00020,-177.7280,113.6073,2.3424,35.8100,1.6219,34.6930,-8.7222,16.2685,-9.3201,14.1837,-2.0611,13.1270,-7.2491,reggae
reggae.00021,-88.0436,109.4411,-25.1642,40.3974,-8.7851,24.7094,-11.5311,18.5159,-8.2896,17.0308,-8.4350,9.8021,-12.9011,reggae
reggae.00022,-91.4210,98.7970,-23.1901,46.8754,-6.8471,29.2952,-9.9562,25.6663,-10.2050,19.6271,-8.2009,13.4164,-6.4985,reggae
reggae.00023,-161.7487,78.6898,-19.2432,55.1170,13.1923,30.9643,-7.0144,24.2926,-12.8339,21.5163,-13.5269,12.7786,-7.4517,reggae
reggae.00024,-169.1751,110.4504,-8.5450,43.8886,0.3170,26.6368,-14.3612,13.0352,-11.1540,8.1120,-7.6773,10.9305,-8.1673,reggae
reggae.00025,-177.2688,110.9981,-15.6749,36.7769,0.0596,24.4603,-3.7647,18.4160,-3.3584,13.7948,-2.0930,8.5982,-5.9453,reggae
reggae.00026,-171.5934,99.3522,-8.2792,49.6140,1.0838,31.1247,-7.1425,15.8928,-1.3667,12.7481,-5.1920,11.8091,-5.3285,reggae
reggae.00027,-177.4975,89.9616,4.6107,40.1526,0.1751,23.1822,-9.9000,12.7832,-7.3069,18.7399,-5.7340,6.1297,-9.9202,reggae
reggae.00028,-256.2096,104.2305,-7.2736,56.2840,11.0401,27.3273,5.8295,17.7905,-1.2713,14.6779,-3.4766,10.8540,-2.4666,reggae
reggae.00029,-202.0573,111.1088,8.9182,51.8307,1.2965,30.0518,-4.5184,22.4517,-7.1451,11.4992,-4.7506,10.5973,-2.6381,reggae
reggae.00030,-239.2722,98.9597,19.2197,50.7844,2.8328,32.2419,-1.5012,16.7273,-7.4523,16.7168,1.5029,16.0531,2.8125,reggae
reggae.00031,-226.4024,103.3262,0.1237,43.9601,10.6187,35.1854,8.4258,21.1385,-3.3031,15.5321,-3.0154,11.0991,1.7819,reggae
reggae.00032,-243.7949,123.3363,-15.5655,38.8952,6.5013,25.5197,3.0392,17.1864,-0.2224,8.9824,-2.4928,6.7678,-3.4483,reggae
reggae.00033,-249.3331,111.4954,11.2423,41.3370,-2.8859,34.5464,0.4269,22.3228,-9.9721,10.2249,-2.7973,8.7572,-1.4424,reggae
reggae.00034,-238.9192,132.3309,-0.0754,41.2191,2.4168,19.0807,7.9689,19.9416,-0.6209,11.0912,-1.7129,9.9328,3.0215,reggae
reggae.00035,-223.3866,114.2541,-4.4250,40.2211,-5.0818,24.6688,0.7130,17.0481,-2.3570,11.1490,-3.0816,6.1222,-5.6822,reggae
reggae.00036,-236.6471,91.6879,1.8823,45.4776,1.2787,32.2677,9.0499,19.6134,-5.0559,10.9652,-4.0009,7.5248,-0.3369,reggae
reggae.00037,-241.7941,97.4949,-3.0860,45.3456,3.8977,28.6389,9.3733,26.5380,5.1086,12.7877,-0.3310,11.7816,3.2535,reggae
reggae.00038,-239.9910,108.7534,-8.2242,32.1976,-8.8071,18.6506,-4.6631,15.5314,-3.7126,14.5201,-4.7973,6.4038,-2.9425,reggae
reggae.00039,-300.4975,99.2331,53.0556,43.2417,18.8916,24.8284,-7.9626,22.1602,1.7835,24.7967,8.4013,20.7143,2.8090,reggae
reggae.00040,-296.1185,93.1721,-31.4131,29.5041,-18.9397,1.9510,-19.4886,-6.2315,-24.0052,-7.0842,-14.1920,3.2768,-10.5910,reggae
reggae.00041,-177.3717,89.6628,9.6419,65.4775,-0.9968,15.5369,8.0251,16.3525,0.2706,2.6367,2.8868,0.6451,2.5875,reggae
reggae.00042,-174.8460,79.3383,-24.3093,17.9742,24.4975,15.7215,7.4674,4.2282,3.9250,4.8104,2.7691,1.7302,-2.3367,reggae
reggae.00043,-164.5946,142.7074,-41.4892,41.2262,16.1712,-5.5886,7.6331,5.6202,0.8107,-10.4781,-2.3444,-0.4963,-3.0658,reggae
reggae.00044,-104.1218,83.9062,18.8543,28.9148,10.6249,9.3254,9.3205,6.5246,3.0000,2.4834,2.7958,-0.1976,3.1101,reggae
reggae.00045,-120.3024,16.4115,25.0251,37.2381,9.2792,13.0216,3.2258,5.9734,4.0847,1.7192,1.9049,2.6763,2.0169,reggae
reggae.00046,-169.0167,79.5171,15.2241,42.7486,7.6747,17.0317,-5.9879,0.5361,0.0544,-0.9562,0.8302,-1.5882,-2.8959,reggae
reggae.00047,-140.2903,69.6645,-9.9713,52.1646,3.2395,4.5636,-3.4907,2.9232,-6.5615,-2.6554,-1.7327,-6.9408,-5.8332,reggae
reggae.00048,-123.6702,66.2294,8.1663,49.7426,8.5330,25.8915,-5.3857,12.8812,-2.5627,6.7968,-3.5738,7.6419,-2.0511,reggae
reggae.00049,-121.4900,89.5858,23.7903,32.7855,8.8695,-2.6015,6.6391,1.7852,-2.9368,-3.0950,-0.6959,-5.4260,-6.5423,reggae
reggae.00050,-104.9335,66.4219,-2.3093,24.6051,8.4053,6.7642,1.6801,5.1825,1.0470,2.1927,2.9522,4.5779,4.1977,reggae
reggae.00051,-154.9704,-1.4615,22.3461,30.4433,2.0937,28.6232,17.0027,13.4395,8.4977,6.5053,9.7901,10.9166,2.1764,reggae
reggae.00052,-85.2840,60.9400,34.7966,19.7917,16.7118,7.9518,9.2965,11.3533,1.3722,-0.0838,6.4106,3.6274,5.6601,reggae
reggae.00053,-251.3707,105.8997,2.1344,32.5120,16.5370,8.2806,10.3639,5.4909,0.8718,8.3412,-0.6393,9.8790,-1.8562,reggae
reggae.00054,-182.2023,83.4766,4.8968,12.7078,30.0823,17.2151,6.1041,7.6931,7.1433,8.8792,-2.1418,5.7274,1.4598,reggae
reggae.00055,-130.3405,84.3086,29.3486,23.8327,8.2714,13.8603,2.2296,2.9294,2.5794,0.0968,2.3335,2.7436,3.7505,reggae
reggae.00056,-162.4774,98.5069,-1.6438,20.8252,12.0423,11.7521,6.0915,4.9696,1.6866,3.0405,-0.8702,4.1170,3.4194,reggae
